,회의번호,대수,회의구분,회수,차수,회의연도,안건,발언자,발언순번,sent_raw,sent_id
646,801,2,본회의,제14회,제36차,1952,1. 단기 4285년도 제1회 세입세출 추가경정예산안,박정근 의원,8,"나라를 건설하고 나라를 부흥하는 그러한 피차의 애국적 견지에서, 어떻게 하면 좀 우리나라가 잘 되겠는가 하는 그러한 견지에서 적어도 우리가 자주권을 잡었다고 하는 오늘날에 있어서 정부가 이러한 신년도 재정계획에 대해서 사전이라도 국회와 정부가 서로 흉금을 터놓고 이야기할 기회를 만들 필요가 있지 않는가 그런 것을 나는 이야기해 둘 뿐입니다.",519
647,805,2,본회의,제15회,제0차,1952,개의,의장 신익희,2,그러나 우리는 안으로 국민의 생존과 번영을 위하여서나 밖으로 국제적 평화와 정의를 위하여서나 한없는 학살과 노예화인 공산침략을 단연 용허할 수 없고 까닭 없이 유린되는 주권과 강점영토는 단연코 수복되어야 합니다.,520
648,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,황성수 의원,18,"아까 이종형 의원께서 말씀하신 대로 우리의 당연한 주권을 찾는다고 하는데 또 일반 농민의 선거민의 의사를 대변해서 그들의 요청, 그들이 원하는 지역에 돌아가고 싶다 하는 이런 의사를 국회가 능히 표시해서 대변하는 데 이의가 없다고 하고, 곽상훈 의원은 다만 이 문제를 작정하는데 일선 작전상 지장이 있을 때에는 곤란하다고 하는 그런 점이 있기 때문에 여러 가지 의견을 표시하는데, 다만 작전상 지장이 없는 한 이런 규정을 넣어서 우리의 의사만 표시한다면 당연히 우리가 발표할 수 있는 의사인 줄 생각합니다.",521
649,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,황성수 의원,18,"그러기 때문에 이제 곽 의원께서 말씀하신 대로 작전상 지장이 있는 점의 것은 우리가 고려한다고 하는 여지를 남기고, 이 안건은 작전상 지장이 없는 한은 한다고 하는 고려를 해놓고 이것 지체 없이 이 자리에서 당장 우리 주권에 대한 의사를 표시하는 것이 우리로서 마땅하다고 생각합니다.",522
650,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,이종현 의원,20,이것은 주권을 찾는 문제이므로 간단하다고 봐요.,523
651,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,이종현 의원,20,"국제성을 띄고 있는 것이기 때문에……   첫째, 동의가 신중을 기한다고 하는 것은 별개로 하고, 대한민국의 주권이 있는 남한에서 우리는 작전을 해요.",524
652,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,이종현 의원,20,"군사 면에 있어서 그러므로 거기에 수복된 지구, 점령된 지구 대한민국의 주권을 찾는데 군사에 하등 영향은 없을 것입니다.",525
653,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,이종현 의원,20,"요컨대 거기에 농사를 짓고, 교육하고, 산업을 하고 그런 데에 대한민국의 주권이 미처야 그 주민의 복리를 더 증진할 수 있는 것이고, 대한민국 주권 밑에서 대한민국 사람으로서 살도록 하는 거기에 있어서 신중을 기하자고 해서 오히려 우리가 만장일치로 하는 이 태세를 잃지 않을까 생각해서 그래서 아마 미결된 것으로 생각합니다.",526
654,806,2,본회의,제15회,제1차,1952,2. 38도선 이북 탈환지구 행정권 이양 및 귀농지구 확대 인정에 관한 건의안,이종현 의원,20,국회의원 대부분의 의사도 우리는 이렇게 신중을 기하는 것이지만 국권을 잠시라도 군정에 맡기는 것을 좋게 생각하는 국회의원이 있나보다 하는 오해를 받게 됩니다.,527
655,806,2,본회의,제15회,제1차,1952,3. 노동조합법안 제1독회,보건사회위원장대리 김용우,22,또 그다음으로 가서는 단위노동조합이 노동조합 연합체나 모든 노동운동에 있어서 기본 주권을 가진 단체로 만들어논 것입니다.,528
656,806,2,본회의,제15회,제1차,1952,3. 노동조합법안 제1독회,보건사회위원장대리 김용우,22,"이것은 과거에 여러분도 아시지마는 노동운동에 있어서 중앙의 지령에 의해 가지고 움지기는 이러한 운동의 피해를 막기 위해서는 민주주의 원칙에 있어서 단위노동조합, 즉 1개의 노동조합으로서 구성되어서 연합체의 주권을 잡고 있게 된 그러한 정신을 가지고 만든 것입니다.",529
657,806,2,본회의,제15회,제1차,1952,3. 노동조합법안 제1독회,보건사회위원장대리 김용우,22,"그다음, 아까 말씀드린 단위노동조합에 주권을 주기 위해서 일반 단위노동조합이 조직되기 전에는 그 연합체를 구성하기 어렵기 때문에 부칙에 가서 보면 3월 이내에 3개월 동안에 그 단위노동조합을 조직시킬 만한 기한을 두어서 이 법을 발효하도록 그러한 조항을 넣어 있습니다.",530
658,807,2,본회의,제15회,제2차,1952,1. 국보 미술품 국외 반출 전람에 관한 동의안 심사 중간보고 ,유승준 의원,14,"우리나라에서 보관할 능력이 없다, 위험하다, 내가야 하겠다 그 정도로 위험하고 그 정도로 국보 하나 보관하지 못한다면 그 국보만 어데다가 내다두면 나라 국권은 쫓아다니는 것입니까?",531
659,808,2,본회의,제15회,제3차,1953,2. 노동조합법안 제1독회,사회부차관 김용택,14,첫째는 노동조합의 성격을 명확히 하는 동시에 노동조합의 자주권을 확보할려고 하는 점입니다.,532
660,810,2,본회의,제15회,제5차,1953,2. 단기 4286년도 정부시정방침연설,국무총리서리 백두진,35,정부수립 후 2년 미만에 세계적 규모의 대전란에 봉착함에 국민의 인적 물적 부담이 막심하고 제반 제약으로 인하여 국정의 운영 또한 이상하는 바에 비하여 격화소양지감(隔靴搔痒之感)이 불무하며 일신우일신(日新又日新)의 대 용맹심으로 서정쇄신이 긴급함을 통감하고 있는바 금일의 우리는 내부 문제를 초월한 외부로부터의 침략과 폭력에 의하여 중대한 관두(關頭)에 직면하고 있는 정상임을 직시하고 정부는 국권의 옹호와 국초(國礎)의 공고를 위하여 민족 총역량의 집결에 최대의 노력과 정성을 경주하고저 하는 바임을 양찰하시고 각별한 협조가 있기를 요망하여 마지않는 바입니다.,533
661,810,2,본회의,제15회,제5차,1953,2. 단기 4286년도 정부시정방침연설,국무총리서리 백두진,35,일본과의 관계에 관하여는 과거지사는 일본 측의 성의 있는 반성이 요청되는 바이며 정식 국교개시 이전에 당면한 긴급문제를 수습하려고 하는 한일회담도 일본 측에서 이미 그 권원(權原)을 상실한 한국 소재 구 재산권청구 등의 무모 부당한 요구를 돌연 제출함으로서 중단되었음은 유감불기하며 장래지사에 관하여는 전 세계 인류의 자유를 위하여 전 자유진영 국가와 국민이 정신적으로나 물질적으로나 더욱 합심 결속하여 공산주의의 무모한 침략적 음모를 분쇄하려 하고 있는 현하 국제정세를 현명과 양심으로서 재인식하고 명랑차강력(明朗且强力)히 공동으로 타개하기 위하여 일본이 진정한 겸양정신과 상호 이해를 표시만 한다면 상호불가침 평화의 원칙하에 국교의 조정이 기대되는 바이며 이른바 해양주권선언도 이와 같은 상호불가침의 원칙에 입각하여 이해되어야 할 것입니다.,534
662,810,2,본회의,제15회,제5차,1953,2. 단기 4286년도 정부시정방침연설,국무총리서리 백두진,35,이상 당면한 국정의 중요한 부문에 관하여 정부의 방침을 피력하였는바 중대한 벽두에 처하고 있는 우리에게 대하여 다행히 국제정세가 강력히 지지하고 있고 국민 또한 백척불굴의 기개로 멸공통일에 약진하고 있는 현실을 포착하여 정부는 안으로는 행정 입법 사법 각 부의 긴밀한 협조와 군 관 민 상호간 급 중앙 지방 혼연일체의 결속으로서 민족의 총역량을 발휘케 하는 동시에 밖으로는 대외 활동을 적극화하여 민주 우방의 군사적 경제적 지원의 일층 강화를 초래하여 국권과 국초(國礎)를 더욱 공고히 하고저 결의하는 바이오니 국회의원 각위께서도 이 점을 깊이 양찰하시와 정부에 대한 편달 협조와 민중 계도에 가일층의 배려가 있기를 바라마지 않는 바입니다.,535
663,813,2,본회의,제15회,제8차,1953,"2. 국정감사법안 제1독회 
3. 국회에서의 증언․감정에 등에 관한 법률안 제1독회",이종현 의원,30,국회가 행정을 하자면 삼권분립의 침해가 될 것이나 잘하나 못 하나 하는 것은 국권이 재민(在民)하는 국민의 의사를 총 대표하는 국회에서 감사하는 것이 헌법으로 규정된 이상에 잘하나 못 하나 하는 것은 당연히 할 일입니다.,536
664,814,2,본회의,제15회,제9차,1953,1. 노동조합법안 제2독회,사회보건위원장대리 김용우,6,"또 ｢사회적 지위 향상｣ 거기에다가 ｢경제적 사회적 지위 향상｣ 이것이 다른데, 참고로 말씀드릴 것은 ｢단체행동의 자유｣라고 하는 것은 위원회 대안에서는 노동쟁의법 제1조에 그 목적이 단체행동에 자주권을 보장하고 그것이 쟁의법 제1조에 포함되어 있읍니다.",537
665,814,2,본회의,제15회,제9차,1953,1. 노동조합법안 제2독회,이진수 의원,26,최악의 경우를 상상하고 자주권을 확보하는 정신하에서 법으로 우리가 보호할 의무를 가지고 보호를 받을 권리를 가진 약한 노동자입니다.,538
666,814,2,본회의,제15회,제9차,1953,1. 노동조합법안 제2독회,이진수 의원,26,"그렇다고 하면 자주권을 확보해 주고 또 따라서 상호 협조하는, 노자가 서로 상호 협조만 하면 상호 협조에 배치되는 때에는 해결할 길이 없는 것입니다.",539
667,815,2,본회의,제15회,제10차,1953,1. 노동조합법안 제2독회,이진수 의원,50,어저께 통과된 본법 제1조의 노동권을 법적으로 인정하고 자주권을 인정했읍니다.,540
668,816,2,본회의,제15회,제11차,1953,1. 노동조합법안 제2독회,사회보건위원장대리 김용우,19,"이 17조의, 위원회에서 이 조항에 대한 입안취지를, 그 조합의 총회의 결의의 중요한 항목을 그렇게 한다는 것도 이러한 것은 총회에서 결정을 해야겠다, 즉 다시 말하자면 모든 조합원이 자세히 알아야 하고 또한 조합원들의 주권에 속하는 사항은 총회의 결의를 얻도록 이것은 만든 것입니다.",541
669,816,2,본회의,제15회,제11차,1953,1. 노동조합법안 제2독회,양우정 의원,59,"그러나 그때는 지금과는 달라서 우리는 어디까지라도 법치국가, 이 주권을 가지고 있는 이 나라에 있어서 법을 제정할 때에 있어서는 그러한 무제한한 자유, 방종에 가까운 자유 이것을 갖다가 생각해서는 안 될 것이고 또 그것을 운위(云謂)해서는 안 될 것입니다.",542
670,821,2,본회의,제15회,제16차,1953,2. 노동쟁의법안 제2독회,이진수 의원,36,"전국적인 문제가 일어나서 크다란 국가국민경제에 막대한 위협을 줄 우려가 있다고 보는 경우에는 국회 자체가 요청이 없다고 할지라도 경제주권에 관계되는 것은 민의원이 관심을 가질 것이오, 관심뿐만 아니라 이 안전책을 조치하고 대책이 서 있어야 할 것입니다.",543
672,843,2,본회의,제15회,제38차,1953,1. 교육공무원법안 제2독회,이종현 의원,44,여기 하나라도 민주주의의 자주권 학원의 신성을 지킨다는 것은 다행한 일이지만 불행히도 아직 우리 학원의 교수들은…… 이것 좀 좋은 교수들한테는 모독감을 느낄 줄 압니다만 시방 그렇지 못 한이가 많은 것 같어요.,544
675,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,국방부장관 신태영,95,그것은 우리가 주권국가에 있어서 남에 나라의 병력 증강 승인을 얻는 것 이 자체가 합법적이 아닌 것입니다.,545
676,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,이종현 의원,103,국방부장관이 시방 발언한 요지를 본 의원이 사뢰건데 첫째 국권을 모독했고 국권을 무시한 말씀입니다.,546
677,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,이종현 의원,103,적어도 국무위원이 국권을 모독하는 말을 함부로 하고 범법행위를 하고도 괜치않다고 생각해요.,547
678,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,이종현 의원,103,하나 그 정신과 사정이 그렇다고 하는 것은 우리가 양해할 일인데 지금 말씀한 것은 첫째 국권을 모독하는 말씀이에요.,548
679,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,이종현 의원,103,"이것도 양해할려고 생각하고 있어도 시방 말씀을 드르면 예산을 어떻게 해도 괜치 않고 모든 것을 책임을 워싱톤으로 돌려버렸다 그러면 우리나라의 국권만 모독하는 것이 아니라 적어도 외국, 미국을 모독하는 것입니다.",549
680,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,국방부장관 신태영,105,물론 우리는 주권국가이기 때문에 어데까지든지 주권을 쥐고 나가야 할 것입니다.,550
681,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,유승준 의원,108,예산심의에 있어서 국가주권 문제가 나와서 문제가 딴 방향으로 가는 것 같습니다.,551
682,847,2,본회의,제15회,제42차,1953,6. 단기 4285년도 제2회 세입세출 추가경정예산안,정재완 의원,109,물론 그렇게 빨리 해 주기를 기다렸고 또한 빨리 국권을 증강하지 않으면 안 될 것입니다.,552
683,850,2,본회의,제15회,제45차,1953,1. 중공이 제출한 소위 신제안에 대한 결의안,외무위원장 황성수,9,"그러면 그 5원칙에 대해서는 일일이 자구적으로 낭독해 들일 필요도 없이 여러분께서 잘 아실 줄 압니다마는 간단하게 말하자면 첫째는 중공은 중공으로 국외로, 대한민국 국외로 추방해서 저이들 중공지대로 가라는 것, 둘째는 인민괴뢰군 무장해제 하라는 것이고, 그다음 셋째에 있어서는 인민괴뢰군국에 대해서 혹은 공산진영에 대해서 민주진영인 어떤 군사적․경제적 원조도 하지 말라는 것이고, 네째는 대한민국의 영토와 주권에 관여되는 한 대한민국의 대표가 반드시 참가해야 한다는 것이고, 다섯째는 대한민국의 주권이나 자유와 통일, 독립을 침해하는 어떠한 결정에 대해서도 대한민국은 이것이 무효된다는 것을 선언한다는, 대개 이러한 의미의 5원칙이기 때문에 우리 국회의 위원회로서도 아무런 이의가 없읍니다.",553
684,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,정기원 의원,4,"또 둘째로 상병포로를 교환한 후에 다른 포로도 교환하자, 그다음에 정전회담에 있어서 너무 심각한 협정을 만일 우리 정부 주권 의사에 배치되는 협정을 할려고 하는 그때에 정부에서는 어떠한 조치를 했는지 그것을 여기서 말씀해 주시기 바라고, 이만한 정도로 끄치겠읍니다.",554
685,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,6,"그러면 잡힐 때에는 포로 상태에 있었고 또는 포로 관리를 UN군 측에서 하니까 어떤 방편인지는 모로겠읍니다마는 그네들이 수용소에 같이 있다는 것뿐이지 대한민국에 남아있겠다는 것을 자원하는 그네들을 이북 포로라고 하면 그것은 즉 해방된 국민으로 간주하지 않을 수 없고 포로로 취급한다는 것은 우리 정부의 존엄성이라든지, 우리 정부의 주권을 무시하는 해석으로 볼 수 있는 것입니다.",555
686,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,6,"또 나가서 만일 어떠한 협정으로서 이북으로 가기 싫어하는, 대한민국에 남아있겠다고 하는 그 해방된 새 국민들을 어떤 제3국으로 보내 가지고 중립국으로 보내도록 그렇게 강요한다는 그런 협정이라고 하면 그것은 우리는 대한민국 주권을 손상시키는 협정으로 보아서 거기엔 찬성할 수 없다 하는 그런 이야기를 했고 더 심하게 나가서는 만일에 어떤 국제기구에서 세계 정부라고 자처해 가지고 대한민국 정부에 대하여 그만한 정도의 주권 양보를 요구한다면 우리는 먼저 그 기구의 회원 국가들이 대한민국의 그런 점에 있어서 모범을 먼저 보이면…… UN의 양여하는 모범을 실제로 보이기 전에는 앞서서 그런 것을 응할 수 없다고 하는 이야기를 했든 것입니다.",556
687,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김양수 의원,8,어제 외무부장관 명의로 성명을 발표하셨다고 하는데 그것은 여러 가지 복잡한 면이 있기 때문에 자세한 것은 알 수 없으나 그 가운데에 이번의 정전회담은 우리 대한민국에서 정식으로 대표를 파견하지 않으니까 이것은 우리의 주권 침해라고 그런 말을 한 것 같이 기억이 됩니다.,557
688,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김양수 의원,8,이 주권 침해라는 말이 그렇게 쉽사리 할 말이 아닌데 일국의 외무장관으로서 주권 침해라는 말을 할 때에는 여기에 대해서 확실한 논고와 또한 장래의 대책이 없지 않을 것이므로 생각하고 있는 것입니다.,558
689,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김양수 의원,8,그런 까닭에 이것을 이때까지 한 모양으로 귀결 짓는 것이 우리 대한민국 주권에 무슨 침해가 되는 것인가?,559
690,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김양수 의원,8,또 과연 외무부장관 말씀과 같이 주권 침해가 되었다고 할 것 같으면 이것은 대단히 중대한 문제인데 이 문제를 장차 어떻게 우리 주권을 회복할 그런 대책을 어떻게 수립할 것인가?,560
691,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김양수 의원,8,"요컨데 우리 외교 자주권 혹은 주도권으로 말하면 다른 나라가 우리를 제압하고 제박(制縛)하는 것보다도 우리가 오불관언의 태도로 소극적 태도로 혹은 수면 상태로 내려오다가, 가령 말하자면 자승자박의 원인을 지여 가지고 결국에 그 사태가 깊어진다든지, 그 결과가 우리의 뜻과 달러진 뒤에야 이런 말, 저런 말 하는 것은 소용이 없는 것입니다.",561
692,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,박영출 의원,12,이제 김양수 의원께서 금번 상이포로는 전쟁의 일면으로 연합군의 통수권에 관계되는 한 전쟁 행위인데 이것을 일종의 주권국가의 침해같이 말하는 것이 어떠냐?,562
693,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,박영출 의원,12,우리 국회에서 상이병 포로 교환에 대하여 신중한 결의를 했지만 그 결의가 상이병 포로에 하등의 영향을 주지 못한 것 같고 금번 우리에게 돌아오는 UN군 상이병 600명 중에 약 400명이 우리 국군인데 여기에 대하여 우리 대한민국 정부의 충분한 의사가 은연 중 이 일을 집행하는 곳에 통하지 않었다는 것은 이제 변 외무장관의 증언으로서 지난달 여러 가지 발언을 통하여 짐작할 수 있기 때문에 이제 우리의 주권을 침해하느냐 않으냐 하는 그 점에 대해서 이 말씀은 이 이상 더 외무장관의 입을 통하여 증언을 듣는 것은 아까 제가 말씀드린 대로 이 질문을 통하여 얻고저 하는 소득에 반비례되지 않을까 염려해서 이 점은 이 정도로 우리가 듣는 것이 옳지 않을까 이렇게 생각하는 바입니다.,563
694,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,14,하니까 이 사람이 주권 침해니 하는 문구는 거기 관련되서 대표 선정에 관련되어 가지고 말한 일이 없읍니다.,564
695,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,14,그리고 원래 주권 침해라고 하는 이 문구는 내가 쓸 적에 그 UN정치위원회에서 준비했다가 못 쓴 그 설명서의 일부에 이런 것이 있다는 것을 말씀한 것입니다.,565
696,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,장택상 의원,18,UN 측에서 주권국가로 승인 안 한 자기 대상자에게 이런 용법을 써 가지고 현실적으로 사실상 주권국가로 승인할 그런 위험 상태에 있을 때에 대한민국 정부는 어떤 태도로다 응할 것인가 그것을 이 자리에서 명백히 해 주시기 바랍니다.,566
697,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,20,"하니까 물론 대한민국 국군 전부를 UN의 행동에 주권적인 행동으로 갖다가 부친 것이니까 만일 우리가 해석할 때 여기에까지 나가면 이것은 우리 국방상 견지에서 우리 독립, 우리의 안전을 위협하는 것이라 그렇게 해석 내린다고 하면 물론 주권적인 행동으로 우리 국군을 어느 행동에 부친 것 같은 주권적 행동에 있는 것을, 국군과 그 국군을 예속시키고 있는 단체와의 관계를 변경할 수도 있는 것은 물론 우리 주권적인 행동에 속하는 것이라고 봅니다.",567
698,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,이종현 의원,24,한데 대한민국의 총의는 반드시 반영시켜야 할 터인데 그러고 보니까 UN총회 같은 데 가서 가추외양(家醜外楊)하는 데는 그렇게 똑똑하게 하드니 주권을 주장하는 데는 어째 그렇게 똑똑하지 못하냐 말이에요.,568
699,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,이종현 의원,24,주권 침해 받었다는 설명 정도로 그칠 줄 생각합니까?,569
700,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,이종현 의원,24,아까 박 의원은 여러 가지로 생각해 가지고 더 말하지 않는 게 좋겠다고 걱정하지만 이미 외무장관이 주권 침해라고 성명했는데 뭘 국회에서 논의 못할 게 있읍니까?,570
701,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,김종회 의원,26,"아까 외무장관 말씀은 우리가 아모리 떠들어도 묘방이 없다, 힘은 모자라고 일은 딴 사람들이 한다고 했읍니다만 여러 의원 동지들 이 말씀한 거와 마찬가지로 주권 국가로서의 최소한도의 할 수 있는 일은 최후에…… 참말 참새가 죽을 때 짹하고 죽는다고…… 할 수 없을 것 같으면 소리라도 지르다 죽는 이러한 최후 결정적인 단계에 도달했다고 생각하는 것입니다.",571
702,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,조주영 의원,40,우리는 독자적으로 독립국가의 주권국가를 가지고 있는 것이에요.,572
703,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,조주영 의원,40,이러한 주권을 가지고 있는 우리의 입장에 있어서 우리는 5대 원칙을 내세우고 있는 것입니다.,573
704,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,조주영 의원,40,"그렇다면 만일 정전협정이 5대 원칙에 배치되는 것이 있다고 하면 우리 대한민국으로서는 주권을 가진 입장에서 독자적으로 과감히 행동할 것이다, 이런 답변을 왜 못 하시느냐 말이에요.",574
705,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,조주영 의원,40,"만일에 정전협정이 5대 원칙에 배치되는 정전협정이 되었다고 하면, 이것은 우리 국가 주권에 우리 국가 목적에 배치되는 이런 결과가 난다고 하면 우리는 과감하게 또는 주권국가로서 독자적 행동을 한다, 이런 이야기를 외무장관은 여기에서 분명하게 못 하시느냐?",575
706,858,2,본회의,제15회,제53차,1953,1. 상이포로 교환에 관한 긴급질문,외무부장관 변영태,42,"물론 소련이 스타린 후계로 마렌코프가 들어서서 주권자가 변할 적에 내분이 다소 있는 법이니까 일반적으로 추측하기에는 소련이 과연 그와 같이 평화 공세를 취해 가지고 시간 여유를 만들지 않으면 안 되는 내부적 정세에 직면하여 있다 하니까 즉, 스타린이 건재해 있을 적과 비해서 좀 약체화가 되어 가지고 있다고 일반이 판단하고 있읍니다.",576
707,859,2,본회의,제15회,제54차,1953,2. 원면가격 인상에 관한 긴급질문,조광섭 의원,50,어저께 이 자리에서는 정치에 대한 주권 문제가 논란되었읍니다.,577
708,859,2,본회의,제15회,제54차,1953,2. 원면가격 인상에 관한 긴급질문,조광섭 의원,50,오늘은 불행하게도 경제에 대한 역시 주권 문제를 논의치 아니치 못할 이러한 안타까운 사정에 처해 있읍니다.,578
709,861,2,본회의,제15회,제56차,1953,4. 형법안 제2독회,법제사법위원장대리 엄상섭,19,그래서 ｢제2조 본 법은 대한민국 영역 내에서 죄를 범한 내국인 및 외국인에게 적용한다｣ 즉 우리의 영토주권에 의하여 우리나라 영토 내에서 죄를 범한 것은 외국 사람이고 우리나라 사람이고 어떠한 사람에게도 이 형법이 적용된다 그러한 것입니다.,579
710,863,2,본회의,제15회,제58차,1953,1. 국정감사 보고,외무위원장대리 우문,6,그다음에 대일 배상제라든지 혹은 해양주권 문제 이러한 것은 한일회담과 재일교포 문제인데 이것을 그대로 아직까지…… 요전에 양 주미대사가 회담한 후에 그대로 내버려두고 있는 것이 다소 이유가 일본에 있다고 할지라도 우리나라에 있어서 지금은 그대로 방임해 가지고 있지 않는가 이러한 태세가 보이고 있는 것입니다.,580
711,864,2,본회의,제15회,제59차,1953,4. 국정감사 보고(계속),재정경제위원장대리 김봉재,21,이 기회에 정부당국에 한 말씀 부탁할 것은 과거의 실례에 감해서 이 국정감사 보고가 주권재민이라는 민주주의 원칙에 기해서 국민으로부터 부탁을 받아 집행하는 여러분의 행정이 그러한 원칙을 이탈하고 심지어는 국정운영이 지배자와 피지배자의 사이에서 행해지는 이러한 느낌을 우리들이 가지게 되는 것을 통탄하게 생각하는 것입니다.,581
712,869,2,본회의,제15회,제64차,1953,5. 단기 4286년도 세입세출 총예산안,한국원 의원,16,두말할 것도 없이 주권이 국민에게 있고 국가 운영은 법에 의해서 유지 집행될 것입니다.,582
713,869,2,본회의,제15회,제64차,1953,5. 단기 4286년도 세입세출 총예산안,양병일 의원,18,그러나 민주주의 국가에 주권이 백성한테 있다는 이 민주주의 국가에 있어서는 불법된 명령을 실행한 그 경찰이나 공무원은 공범자라고 인정하지 않을 수 없는 것입니다.,583
714,869,2,본회의,제15회,제64차,1953,5. 단기 4286년도 세입세출 총예산안,양병일 의원,18,다만 병력증가는 우리는 주권국가이니 만치 우리나라 법률절차 수속을 밟어서 증원되도록 해 주시기를 여기서 부탁해서 마지 않습니다.,584
715,871,2,본회의,제15회,제66차,1953,2. 대한석탄공사법 중 개정법률안 제1독회,오성환 의원,81,그런 까닭에 양도한다든지 경영을 갖다가 남에게 위임한다는 것은 이것은 당연히 주권을 가지고 있는 국회의 의결을 얻어야 하는 것이 원칙일 것입니다.,585
716,880,2,본회의,제15회,제75차,1953,3. 이자제한법안 제1독회,조주영 의원,10,지금 우리 전 국민은 굶주리고 있는 아사지경에 있고 한편 주권국가의 운명을 좌지우지하는 여러 가지 중대한 지경에 있는 이 단계에 있어서 이자제한법이라는 이러한 악법이 이러한 기회에 제안된 것을 유감스럽게 죄송스럽게 생각하면서 이 질문을 하려고 합니다.,586
717,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,"다 잘 아시지만 인도 안에 대해서 대표로 갔든 한 사람으로서 이 사람이 설명을 한 것을 번역해서 여러분에게 드려서 그 전에도 여러분이 잘 아시지만 이것으로 내용이 더 확연하여 진줄 압니다만 여기에 대해서 우리 재래 정부의 태도가 우리는 공산국가로 가기를 싫다, 대한민국의 치하에 남어 있겠다 하는 소위 북한 괴뢰군 포로라고 하는 사람들은 그 자유의사를 발표할 찰나에 곧 해방된 우리 시민이고 포로가 아닌 이상 외국포로 모양으로 중립국관리위원회에 넘길 수도 없고 그 사람들을 공산군이 마음대로 와서 석 달동안식이나 두고서 ‘너이는 아무래도 송환되는 운명에 봉착해 가지고 있는 사람들이니까 하로 바삐 송환을 지원하는 사람은 우대를 받고 끝까지 항거하다가는 큰 봉변을 할 것이니까 진작 가는 것이 좋지 않으냐’ 그것을 석 달 동안 두고 하게 하라는 그런 데다가 우리가 해방된 국민으로 아는 사람을 보내 놓고서야 무슨 독립국가니 주권국가니 하는 것을 다시는 이야기할 도리가 있겠습니까?",587
718,880,2,본회의,제15회,제75차,1953,4. 휴전회담에 관한 긴급질문,외무부장관 변영태,31,이것은 그렇기 때문에 주권의 침해가 되는 일이니까 우리 정부로서는 끝까지 이것을 받을 수 없다는 것을 그때 표명한 것입니다.,588
